payment_id,customer_id,amount,payment_method,failure_reason,retry_attempts,prior_failures,hours_since_failure,customer_txn_frequency_90d,event_timestamp,true_recovery_probability,recovered
P100229,C282,4475.14,UPI,CUSTOMER_ABANDONMENT,2,2,30.1,28,2026-01-05T15:00:00,0.4095,0
P100230,C68,4460.28,CARD,CUSTOMER_ABANDONMENT,2,1,8.9,13,2026-01-30T10:00:00,0.4112,1
P100231,C519,5262.56,NETBANKING,NETWORK_FAILURE,1,0,44.3,29,2026-03-18T06:00:00,0.6458,1
P100232,C342,1735.94,UPI,UNKNOWN,0,0,3.5,4,2026-01-07T11:00:00,0.4684,0
P100233,C506,2422.5,UPI,UNKNOWN,1,0,5.4,15,2026-01-12T03:00:00,0.48,0
P100234,C133,2861.28,NETBANKING,REPEATED_DECLINE,3,0,96.7,22,2026-01-27T18:00:00,0.1567,0
P100235,C324,994.43,CARD,CUSTOMER_ABANDONMENT,2,1,5.0,29,2026-02-17T11:00:00,0.2493,0
P100236,C458,2293.24,UPI,BANK_TECHNICAL_FAILURE,0,2,19.6,25,2026-02-26T20:00:00,0.9031,1
P100237,C535,552.17,CARD,REPEATED_DECLINE,2,3,20.4,12,2026-03-31T18:00:00,0.2865,1
P100238,C414,1123.03,UPI,BANK_TECHNICAL_FAILURE,2,1,20.1,11,2026-03-01T03:00:00,0.9484,1
P100239,C171,1149.94,CARD,INSUFFICIENT_FUNDS,3,3,23.8,6,2026-01-20T22:00:00,0.1347,0
P100240,C228,1313.59,CARD,CUSTOMER_ABANDONMENT,2,3,2.2,23,2026-01-13T20:00:00,0.3707,0
P100241,C551,2926.26,CARD,BANK_TECHNICAL_FAILURE,3,1,8.6,25,2026-03-11T12:00:00,0.7634,1
P100242,C554,1010.89,CARD,BANK_TECHNICAL_FAILURE,2,3,4.3,22,2026-03-15T18:00:00,0.97,1
P100243,C376,6945.59,NETBANKING,INSUFFICIENT_FUNDS,2,0,33.1,20,2026-03-26T08:00:00,0.3072,0
P100244,C528,1532.94,CARD,BANK_TECHNICAL_FAILURE,1,0,84.6,11,2026-01-14T02:00:00,0.7249,1
P100245,C596,1836.18,UPI,INSUFFICIENT_FUNDS,0,2,4.3,28,2026-03-16T14:00:00,0.4629,0
P100246,C370,6893.71,CARD,UNKNOWN,2,2,0.2,24,2026-02-15T21:00:00,0.3586,0
P100247,C312,2973.59,EMI,BANK_TECHNICAL_FAILURE,1,1,6.3,8,2026-02-14T22:00:00,0.6902,0
P100248,C196,11557.19,CARD,INSUFFICIENT_FUNDS,1,1,36.4,18,2026-03-03T01:00:00,0.5717,1
P100249,C406,2126.35,CARD,BANK_TECHNICAL_FAILURE,2,2,15.8,19,2026-03-09T14:00:00,0.9649,1
P100250,C95,2352.49,NETBANKING,BANK_TECHNICAL_FAILURE,2,1,15.3,11,2026-01-07T21:00:00,0.8246,1
P100251,C361,9804.41,CARD,CUSTOMER_ABANDONMENT,1,2,28.2,26,2026-01-12T04:00:00,0.2604,0
P100252,C298,5859.88,WALLET,UNKNOWN,0,1,2.5,21,2026-03-09T19:00:00,0.291,1
P100253,C277,442.1,UPI,INSUFFICIENT_FUNDS,2,3,8.7,4,2026-02-14T11:00:00,0.3472,0
P100254,C335,4424.23,NETBANKING,UNKNOWN,3,0,10.2,27,2026-02-21T09:00:00,0.2761,0
P100255,C207,4995.52,CARD,BANK_TECHNICAL_FAILURE,1,2,5.4,6,2026-02-08T13:00:00,0.7029,1
P100256,C150,1002.03,UPI,REPEATED_DECLINE,3,2,33.1,10,2026-03-07T15:00:00,0.1448,0
P100257,C102,32033.1,CARD,REPEATED_DECLINE,3,3,18.7,16,2026-01-10T12:00:00,0.1565,0
P100258,C414,3733.78,CARD,CUSTOMER_ABANDONMENT,1,2,10.2,12,2026-02-12T01:00:00,0.3959,0
P100259,C171,386.65,UPI,CUSTOMER_ABANDONMENT,1,2,26.1,19,2026-03-14T01:00:00,0.453,1
P100260,C52,2513.3,UPI,INSUFFICIENT_FUNDS,2,1,2.2,5,2026-03-27T09:00:00,0.3155,0
P100261,C141,11250.5,CARD,INSUFFICIENT_FUNDS,3,3,13.7,17,2026-03-05T20:00:00,0.4658,0
P100262,C187,1694.26,UPI,UNKNOWN,0,0,7.7,24,2026-01-13T13:00:00,0.5529,1
P100263,C200,1564.76,CARD,NETWORK_FAILURE,2,2,13.3,13,2026-01-16T02:00:00,0.6857,0
P100264,C185,1920.8,NETBANKING,BANK_TECHNICAL_FAILURE,0,0,4.3,1,2026-01-31T01:00:00,0.7128,1
P100265,C479,4456.13,UPI,NETWORK_FAILURE,0,0,28.4,16,2026-01-16T17:00:00,0.8823,1
P100266,C284,581.67,CARD,CUSTOMER_ABANDONMENT,3,0,8.5,2,2026-03-07T03:00:00,0.1076,1
P100267,C340,1993.63,NETBANKING,REPEATED_DECLINE,3,2,16.7,18,2026-01-10T01:00:00,0.031,0
P100268,C355,3759.16,UPI,EXPIRED_PAYMENT_METHOD,3,1,9.5,7,2026-03-21T20:00:00,0.3965,0
P100269,C361,2551.55,UPI,INSUFFICIENT_FUNDS,1,0,0.6,23,2026-01-10T07:00:00,0.4841,1
P100270,C189,3632.26,UPI,CUSTOMER_ABANDONMENT,0,3,61.3,7,2026-03-30T23:00:00,0.3782,0
P100271,C317,1913.98,UPI,REPEATED_DECLINE,2,2,20.5,18,2026-01-11T17:00:00,0.1079,0
P100272,C343,9420.63,CARD,BANK_TECHNICAL_FAILURE,2,2,2.7,14,2026-02-20T06:00:00,0.8591,1
P100273,C153,6018.75,CARD,NETWORK_FAILURE,1,0,42.5,29,2026-03-30T06:00:00,0.8273,1
P100274,C147,1389.3,UPI,INSUFFICIENT_FUNDS,0,1,6.4,22,2026-03-03T13:00:00,0.4605,0
P100275,C297,54079.74,CARD,REPEATED_DECLINE,1,1,1.9,22,2026-01-19T20:00:00,0.3401,1
P100276,C352,3307.4,CARD,INSUFFICIENT_FUNDS,0,2,70.4,8,2026-03-26T13:00:00,0.3187,0
P100277,C120,1587.42,CARD,CUSTOMER_ABANDONMENT,2,1,31.0,25,2026-01-12T03:00:00,0.3899,0
P100278,C180,3359.58,UPI,CUSTOMER_ABANDONMENT,3,0,21.3,27,2026-01-11T15:00:00,0.2593,0
P100279,C87,1657.1,CARD,BANK_TECHNICAL_FAILURE,1,0,13.2,9,2026-01-30T14:00:00,0.8875,1
P100280,C246,6270.28,CARD,BANK_TECHNICAL_FAILURE,0,0,23.9,17,2026-02-25T14:00:00,0.8169,0
P100281,C440,8766.92,CARD,NETWORK_FAILURE,0,1,33.5,9,2026-01-14T10:00:00,0.8757,1
P100282,C400,9953.41,CARD,UNKNOWN,2,2,17.2,5,2026-03-02T14:00:00,0.3281,1
P100283,C493,13430.94,CARD,REPEATED_DECLINE,0,1,3.1,4,2026-03-02T16:00:00,0.1588,0
P100284,C153,1259.23,CARD,REPEATED_DECLINE,2,1,40.2,21,2026-03-21T08:00:00,0.3158,0
P100285,C442,915.09,CARD,BANK_TECHNICAL_FAILURE,1,1,63.9,29,2026-01-16T04:00:00,0.9317,1
P100286,C76,6820.05,WALLET,EXPIRED_PAYMENT_METHOD,1,0,19.4,6,2026-01-14T07:00:00,0.2882,0
P100287,C118,4739.93,CARD,INSUFFICIENT_FUNDS,1,3,35.2,4,2026-01-24T03:00:00,0.241,0
P100288,C502,634.51,CARD,CUSTOMER_ABANDONMENT,1,1,38.5,28,2026-02-15T12:00:00,0.2541,0
P100289,C408,23782.76,NETBANKING,NETWORK_FAILURE,2,0,4.1,21,2026-02-24T13:00:00,0.8865,1
P100290,C298,1347.23,CARD,NETWORK_FAILURE,0,2,5.4,26,2026-02-20T16:00:00,0.752,1
P100291,C80,7759.27,CARD,EXPIRED_PAYMENT_METHOD,0,1,22.9,3,2026-01-08T14:00:00,0.3979,0
P100292,C320,11988.17,UPI,INSUFFICIENT_FUNDS,0,3,40.4,23,2026-03-27T07:00:00,0.3464,1
P100293,C262,2077.81,UPI,CUSTOMER_ABANDONMENT,0,1,4.9,12,2026-01-25T00:00:00,0.5361,0
P100294,C384,4166.7,CARD,INSUFFICIENT_FUNDS,1,0,15.1,27,2026-01-01T10:00:00,0.5522,0
P100295,C538,1568.02,UPI,CUSTOMER_ABANDONMENT,1,3,14.9,23,2026-01-23T09:00:00,0.3028,1
P100296,C495,3964.82,UPI,CUSTOMER_ABANDONMENT,2,1,14.6,15,2026-01-25T06:00:00,0.4307,0
P100297,C84,2793.51,CARD,CUSTOMER_ABANDONMENT,0,1,51.7,2,2026-02-10T08:00:00,0.2533,0
P100298,C42,25919.22,NETBANKING,UNKNOWN,3,1,3.5,23,2026-01-25T01:00:00,0.2992,1
P100299,C150,1875.69,UPI,INSUFFICIENT_FUNDS,2,0,6.0,22,2026-02-19T05:00:00,0.4703,0
P100300,C102,314.44,EMI,CUSTOMER_ABANDONMENT,3,0,2.3,10,2026-02-05T02:00:00,0.1111,0
P100301,C133,1181.99,UPI,NETWORK_FAILURE,0,1,15.6,13,2026-01-17T19:00:00,0.9189,1
P100302,C408,1189.95,UPI,CUSTOMER_ABANDONMENT,1,1,9.7,24,2026-01-25T08:00:00,0.3201,1
P100303,C551,7925.82,UPI,INSUFFICIENT_FUNDS,1,0,17.8,8,2026-01-12T14:00:00,0.3339,0
P100304,C75,1768.76,CARD,BANK_TECHNICAL_FAILURE,1,3,22.2,2,2026-02-03T21:00:00,0.7805,1
P100305,C280,1176.32,NETBANKING,NETWORK_FAILURE,3,3,0.0,5,2026-02-23T20:00:00,0.4493,1
P100306,C238,880.35,CARD,BANK_TECHNICAL_FAILURE,0,1,28.1,4,2026-03-28T19:00:00,0.8423,1
P100307,C47,1434.3,CARD,INSUFFICIENT_FUNDS,2,0,8.9,9,2026-03-30T19:00:00,0.2875,0
P100308,C335,974.95,CARD,EXPIRED_PAYMENT_METHOD,3,1,10.0,19,2026-03-26T07:00:00,0.4505,0
P100309,C495,3860.81,CARD,REPEATED_DECLINE,0,1,19.9,9,2026-01-18T13:00:00,0.2177,0
P100310,C292,4302.3,CARD,NETWORK_FAILURE,2,0,3.2,17,2026-03-25T20:00:00,0.8366,0
P100311,C487,4476.86,WALLET,CUSTOMER_ABANDONMENT,3,0,2.8,7,2026-01-10T20:00:00,0.02,0
P100312,C105,5383.95,UPI,BANK_TECHNICAL_FAILURE,2,1,0.4,24,2026-01-26T06:00:00,0.8382,1
P100313,C323,2629.88,UPI,BANK_TECHNICAL_FAILURE,3,2,47.8,11,2026-02-13T12:00:00,0.7579,1
P100314,C80,600.23,CARD,BANK_TECHNICAL_FAILURE,2,1,19.6,21,2026-01-29T23:00:00,0.8972,1
P100315,C428,1086.29,CARD,NETWORK_FAILURE,3,1,4.5,9,2026-02-12T12:00:00,0.5491,0
P100316,C248,5942.12,CARD,REPEATED_DECLINE,1,0,27.2,8,2026-02-20T21:00:00,0.2752,1
P100317,C95,1345.39,UPI,INSUFFICIENT_FUNDS,2,0,5.6,29,2026-03-10T16:00:00,0.3456,1
P100318,C563,711.97,UPI,REPEATED_DECLINE,3,2,7.3,5,2026-01-30T03:00:00,0.1543,0
P100319,C285,4240.75,CARD,INSUFFICIENT_FUNDS,0,2,1.3,4,2026-02-09T00:00:00,0.3973,0
P100320,C437,34804.51,UPI,UNKNOWN,2,2,0.6,4,2026-03-26T19:00:00,0.1768,0
P100321,C522,714.93,CARD,BANK_TECHNICAL_FAILURE,3,0,14.2,10,2026-01-07T10:00:00,0.8296,0
P100322,C318,9967.25,CARD,BANK_TECHNICAL_FAILURE,2,1,2.4,23,2026-01-29T00:00:00,0.8907,1
P100323,C478,1178.28,UPI,EXPIRED_PAYMENT_METHOD,2,2,21.6,2,2026-03-26T23:00:00,0.3204,1
P100324,C48,18191.9,CARD,CUSTOMER_ABANDONMENT,0,1,12.5,6,2026-01-31T14:00:00,0.2408,1
P100325,C115,2856.0,UPI,REPEATED_DECLINE,0,2,1.0,16,2026-01-11T10:00:00,0.2194,0
P100326,C120,1283.12,UPI,CUSTOMER_ABANDONMENT,1,2,4.5,8,2026-02-22T15:00:00,0.1213,0
P100327,C413,961.64,UPI,BANK_TECHNICAL_FAILURE,1,2,2.3,11,2026-02-15T15:00:00,0.8447,1
P100328,C395,28795.63,WALLET,INSUFFICIENT_FUNDS,3,3,21.5,28,2026-02-19T09:00:00,0.2095,0
P100329,C86,3470.47,UPI,UNKNOWN,1,0,31.7,26,2026-03-25T10:00:00,0.4819,1
P100330,C46,3576.24,CARD,EXPIRED_PAYMENT_METHOD,2,4,1.7,26,2026-02-15T12:00:00,0.2592,0
P100331,C598,2187.45,CARD,INSUFFICIENT_FUNDS,0,0,18.6,2,2026-03-12T19:00:00,0.4611,0
P100332,C170,592.83,UPI,CUSTOMER_ABANDONMENT,3,0,13.1,20,2026-01-08T18:00:00,0.3152,0
P100333,C257,1228.7,UPI,UNKNOWN,3,0,1.8,5,2026-02-20T13:00:00,0.1784,0
P100334,C264,248.36,CARD,INSUFFICIENT_FUNDS,0,0,10.5,3,2026-03-21T02:00:00,0.3773,0
P100335,C419,2251.43,NETBANKING,REPEATED_DECLINE,3,1,1.1,5,2026-03-31T04:00:00,0.02,0
P100336,C120,3821.68,UPI,CUSTOMER_ABANDONMENT,3,1,2.0,22,2026-03-09T14:00:00,0.25,0
P100337,C234,915.0,EMI,CUSTOMER_ABANDONMENT,1,1,10.0,11,2026-02-19T17:00:00,0.2292,0
P100338,C258,4623.37,UPI,CUSTOMER_ABANDONMENT,3,3,4.6,7,2026-03-02T21:00:00,0.2837,1
P100339,C370,544.43,CARD,EXPIRED_PAYMENT_METHOD,1,1,21.5,7,2026-03-06T12:00:00,0.4052,1
P100340,C250,3464.29,UPI,BANK_TECHNICAL_FAILURE,3,2,12.6,13,2026-03-14T21:00:00,0.8505,1
P100341,C311,7127.8,EMI,UNKNOWN,3,3,26.8,24,2026-03-10T21:00:00,0.1773,0
P100342,C505,3137.45,UPI,CUSTOMER_ABANDONMENT,0,0,13.3,11,2026-03-17T09:00:00,0.4783,1
P100343,C587,523.51,CARD,REPEATED_DECLINE,0,1,16.4,24,2026-01-14T21:00:00,0.2545,0
P100344,C439,3334.25,CARD,INSUFFICIENT_FUNDS,2,1,40.0,8,2026-03-18T16:00:00,0.4337,0
P100345,C169,2135.55,CARD,REPEATED_DECLINE,1,2,52.0,16,2026-03-05T23:00:00,0.2815,0
P100346,C533,8710.0,NETBANKING,EXPIRED_PAYMENT_METHOD,0,2,2.9,29,2026-01-13T15:00:00,0.313,0
P100347,C169,3887.79,NETBANKING,INSUFFICIENT_FUNDS,1,1,12.7,19,2026-03-13T06:00:00,0.3305,0
P100348,C239,804.7,CARD,CUSTOMER_ABANDONMENT,3,1,4.9,2,2026-01-30T12:00:00,0.2309,1
P100349,C157,9733.17,NETBANKING,EXPIRED_PAYMENT_METHOD,0,2,3.8,1,2026-02-15T02:00:00,0.3625,0
P100350,C463,2114.35,CARD,INSUFFICIENT_FUNDS,0,0,24.7,12,2026-01-30T11:00:00,0.3768,0
P100351,C549,2427.38,CARD,BANK_TECHNICAL_FAILURE,2,2,4.3,22,2026-02-10T13:00:00,0.7849,1
P100352,C205,2516.35,UPI,NETWORK_FAILURE,2,0,2.5,22,2026-03-28T20:00:00,0.7791,1
P100353,C284,809.85,NETBANKING,INSUFFICIENT_FUNDS,2,2,1.2,4,2026-03-15T10:00:00,0.1339,1
P100354,C403,748.7,CARD,INSUFFICIENT_FUNDS,3,1,3.4,27,2026-01-28T19:00:00,0.4581,1
P100355,C523,4445.24,CARD,EXPIRED_PAYMENT_METHOD,0,0,3.9,27,2026-03-23T18:00:00,0.5649,0
P100356,C235,6060.32,CARD,BANK_TECHNICAL_FAILURE,0,1,14.7,25,2026-02-24T23:00:00,0.9463,1
P100357,C554,2822.7,CARD,NETWORK_FAILURE,3,0,2.3,2,2026-03-08T09:00:00,0.6758,1
P100358,C436,13845.29,CARD,INSUFFICIENT_FUNDS,1,2,1.6,7,2026-02-24T00:00:00,0.4474,0
P100359,C143,6060.96,CARD,BANK_TECHNICAL_FAILURE,3,0,23.1,22,2026-03-21T12:00:00,0.7118,1
P100360,C592,1378.18,CARD,INSUFFICIENT_FUNDS,2,1,9.8,21,2026-03-20T02:00:00,0.4149,0
P100361,C347,1076.33,NETBANKING,REPEATED_DECLINE,3,3,44.6,20,2026-03-18T14:00:00,0.0789,0
P100362,C467,678.13,CARD,REPEATED_DECLINE,3,4,2.3,22,2026-03-29T17:00:00,0.1841,0
P100363,C575,7620.19,CARD,INSUFFICIENT_FUNDS,3,2,10.2,6,2026-01-23T12:00:00,0.2712,0
P100364,C348,4214.22,UPI,CUSTOMER_ABANDONMENT,0,2,15.8,9,2026-01-26T00:00:00,0.3021,1
P100365,C91,667.06,CARD,INSUFFICIENT_FUNDS,3,0,13.8,25,2026-02-16T03:00:00,0.3593,0
P100366,C176,1820.53,EMI,REPEATED_DECLINE,2,3,2.8,24,2026-03-10T05:00:00,0.02,0
P100367,C295,1250.46,CARD,CUSTOMER_ABANDONMENT,3,2,9.7,18,2026-03-04T19:00:00,0.2075,0
P100368,C6,2449.33,UPI,NETWORK_FAILURE,0,2,7.3,4,2026-01-02T09:00:00,0.6975,1
P100369,C304,4863.12,CARD,NETWORK_FAILURE,0,3,10.7,26,2026-02-20T18:00:00,0.8583,1
P100370,C186,3911.62,CARD,REPEATED_DECLINE,1,3,0.5,16,2026-03-07T01:00:00,0.2062,0
P100371,C78,1295.47,UPI,CUSTOMER_ABANDONMENT,1,1,15.0,9,2026-01-27T03:00:00,0.1918,0
P100372,C591,1487.72,CARD,REPEATED_DECLINE,0,2,69.2,26,2026-02-15T18:00:00,0.2083,0
P100373,C309,1828.89,CARD,INSUFFICIENT_FUNDS,0,1,4.1,8,2026-01-20T18:00:00,0.4157,0
P100374,C403,1838.29,UPI,BANK_TECHNICAL_FAILURE,2,1,14.8,17,2026-01-30T04:00:00,0.9068,1
P100375,C100,4503.54,CARD,INSUFFICIENT_FUNDS,2,0,1.1,17,2026-03-31T21:00:00,0.4136,1
P100376,C94,1733.41,CARD,REPEATED_DECLINE,3,3,0.4,17,2026-03-30T19:00:00,0.1156,0
P100377,C253,2098.51,UPI,CUSTOMER_ABANDONMENT,1,2,15.1,2,2026-02-06T00:00:00,0.2221,1
P100378,C258,2131.64,UPI,CUSTOMER_ABANDONMENT,0,1,23.6,14,2026-03-21T07:00:00,0.3947,0
P100379,C95,8558.56,NETBANKING,INSUFFICIENT_FUNDS,2,1,8.4,27,2026-02-19T00:00:00,0.3385,0
P100380,C294,1028.4,CARD,UNKNOWN,0,0,23.5,8,2026-02-18T07:00:00,0.3963,1
P100381,C58,2473.66,UPI,CUSTOMER_ABANDONMENT,3,0,11.8,3,2026-01-24T17:00:00,0.0233,0
P100382,C243,7731.07,CARD,INSUFFICIENT_FUNDS,1,0,54.5,25,2026-01-17T00:00:00,0.4773,1
P100383,C446,3015.04,CARD,CUSTOMER_ABANDONMENT,0,3,30.7,6,2026-03-31T00:00:00,0.2734,1
P100384,C36,5536.64,CARD,REPEATED_DECLINE,1,0,31.4,10,2026-01-09T03:00:00,0.2521,0
P100385,C42,711.94,CARD,CUSTOMER_ABANDONMENT,0,0,1.5,19,2026-01-19T04:00:00,0.3395,1
P100386,C412,1891.33,CARD,CUSTOMER_ABANDONMENT,1,1,6.8,7,2026-01-07T11:00:00,0.3002,0
P100387,C38,21375.24,EMI,CUSTOMER_ABANDONMENT,3,0,11.5,1,2026-01-22T09:00:00,0.0915,0
P100388,C508,515.76,CARD,REPEATED_DECLINE,1,2,48.2,17,2026-01-17T13:00:00,0.101,0
P100389,C245,1456.18,CARD,BANK_TECHNICAL_FAILURE,0,1,17.9,8,2026-02-19T08:00:00,0.831,1
P100390,C578,623.94,CARD,INSUFFICIENT_FUNDS,0,1,3.0,8,2026-03-27T05:00:00,0.4117,0
P100391,C361,4997.54,UPI,INSUFFICIENT_FUNDS,1,2,14.4,20,2026-01-29T04:00:00,0.529,1
P100392,C25,341.38,UPI,BANK_TECHNICAL_FAILURE,3,2,17.4,10,2026-01-24T20:00:00,0.7991,1
P100393,C265,8791.71,UPI,CUSTOMER_ABANDONMENT,3,2,11.8,4,2026-02-05T13:00:00,0.1057,0
P100394,C444,1510.42,UPI,BANK_TECHNICAL_FAILURE,2,1,29.2,24,2026-03-23T21:00:00,0.8937,1
P100395,C242,6759.92,CARD,BANK_TECHNICAL_FAILURE,2,1,67.5,2,2026-01-15T01:00:00,0.7202,1
P100396,C201,11117.67,CARD,CUSTOMER_ABANDONMENT,1,3,2.8,14,2026-01-10T02:00:00,0.2903,0
P100397,C262,3938.38,CARD,NETWORK_FAILURE,0,3,41.7,13,2026-02-20T09:00:00,0.9333,1
P100398,C405,6346.44,UPI,UNKNOWN,0,1,51.0,26,2026-03-11T08:00:00,0.4304,0
P100399,C191,670.31,NETBANKING,INSUFFICIENT_FUNDS,1,4,81.4,2,2026-02-16T16:00:00,0.1376,0
P100400,C310,33480.97,UPI,CUSTOMER_ABANDONMENT,3,1,1.6,4,2026-02-15T06:00:00,0.0745,0
P100401,C104,2485.44,UPI,BANK_TECHNICAL_FAILURE,3,1,4.6,2,2026-01-03T19:00:00,0.6967,1
P100402,C47,7726.4,UPI,NETWORK_FAILURE,1,0,3.4,20,2026-02-10T13:00:00,0.8197,1
P100403,C383,1204.09,CARD,NETWORK_FAILURE,1,0,0.9,29,2026-02-06T08:00:00,0.8572,1
P100404,C530,1203.41,EMI,INSUFFICIENT_FUNDS,3,2,20.0,28,2026-02-28T20:00:00,0.2404,0
P100405,C463,1211.85,UPI,UNKNOWN,0,1,7.4,5,2026-01-07T06:00:00,0.2352,1
P100406,C247,5460.96,NETBANKING,INSUFFICIENT_FUNDS,2,1,21.8,20,2026-01-16T18:00:00,0.468,1
P100407,C43,208.41,UPI,REPEATED_DECLINE,3,1,0.3,16,2026-02-10T09:00:00,0.2838,0
P100408,C143,10297.3,CARD,NETWORK_FAILURE,1,0,32.0,10,2026-01-07T09:00:00,0.69,1
P100409,C281,2705.2,CARD,BANK_TECHNICAL_FAILURE,0,0,38.5,21,2026-02-24T06:00:00,0.8887,1
P100410,C246,936.3,CARD,REPEATED_DECLINE,1,1,5.9,15,2026-02-04T14:00:00,0.5763,0
P100411,C381,14214.68,UPI,CUSTOMER_ABANDONMENT,3,1,43.2,10,2026-01-02T20:00:00,0.3064,0
P100412,C165,1402.81,CARD,CUSTOMER_ABANDONMENT,1,1,1.2,17,2026-02-11T20:00:00,0.2438,0
P100413,C348,2325.93,CARD,REPEATED_DECLINE,3,2,54.1,17,2026-03-13T09:00:00,0.2259,0
P100414,C283,1311.84,NETBANKING,INSUFFICIENT_FUNDS,1,0,8.8,28,2026-03-19T02:00:00,0.3071,0
P100415,C580,627.22,UPI,BANK_TECHNICAL_FAILURE,0,1,42.0,29,2026-01-20T11:00:00,0.97,1
P100416,C119,5619.05,CARD,NETWORK_FAILURE,0,2,19.4,29,2026-02-17T23:00:00,0.7953,1
P100417,C150,30702.18,CARD,BANK_TECHNICAL_FAILURE,2,0,13.4,6,2026-01-31T23:00:00,0.7625,1
P100418,C16,5482.21,CARD,REPEATED_DECLINE,2,0,23.0,13,2026-03-26T03:00:00,0.3282,0
P100419,C453,17770.07,UPI,NETWORK_FAILURE,1,0,5.6,26,2026-02-19T14:00:00,0.9018,1
P100420,C226,8065.98,CARD,UNKNOWN,3,0,18.3,1,2026-03-17T14:00:00,0.308,1
P100421,C572,2733.64,NETBANKING,BANK_TECHNICAL_FAILURE,0,0,17.9,3,2026-01-22T02:00:00,0.6661,0
P100422,C595,2893.87,UPI,EXPIRED_PAYMENT_METHOD,3,0,2.8,21,2026-03-01T00:00:00,0.4253,0
P100423,C144,1249.39,CARD,CUSTOMER_ABANDONMENT,2,1,15.0,27,2026-03-01T08:00:00,0.4095,0
P100424,C358,7743.07,UPI,BANK_TECHNICAL_FAILURE,0,1,0.7,12,2026-02-16T02:00:00,0.8283,1
P100425,C126,22663.89,CARD,EXPIRED_PAYMENT_METHOD,0,0,43.9,23,2026-01-29T19:00:00,0.4733,1
P100426,C64,7169.89,CARD,BANK_TECHNICAL_FAILURE,3,2,68.1,8,2026-02-16T16:00:00,0.6847,1
P100427,C328,12203.37,UPI,BANK_TECHNICAL_FAILURE,1,3,14.2,23,2026-02-12T03:00:00,0.8022,0
P100428,C285,2981.84,CARD,INSUFFICIENT_FUNDS,1,0,13.6,7,2026-01-14T13:00:00,0.373,0
P100429,C573,3907.07,CARD,CUSTOMER_ABANDONMENT,2,1,48.1,7,2026-01-21T13:00:00,0.1627,0
P100430,C326,3388.41,CARD,BANK_TECHNICAL_FAILURE,0,1,2.7,3,2026-02-03T11:00:00,0.97,1
P100431,C482,9170.05,CARD,INSUFFICIENT_FUNDS,3,0,4.1,5,2026-03-21T00:00:00,0.29,1
P100432,C542,2726.52,UPI,NETWORK_FAILURE,1,0,68.8,17,2026-03-29T15:00:00,0.9026,1
P100433,C198,843.29,CARD,NETWORK_FAILURE,2,0,37.5,22,2026-02-07T21:00:00,0.811,1
P100434,C127,4392.74,CARD,BANK_TECHNICAL_FAILURE,3,2,35.3,27,2026-01-26T01:00:00,0.809,1
P100435,C562,1557.96,UPI,INSUFFICIENT_FUNDS,1,3,68.5,21,2026-01-22T17:00:00,0.5656,1
P100436,C197,1392.4,CARD,CUSTOMER_ABANDONMENT,3,3,1.3,1,2026-02-02T04:00:00,0.064,0
P100437,C132,3925.81,CARD,CUSTOMER_ABANDONMENT,3,1,3.6,14,2026-02-05T18:00:00,0.2352,1
P100438,C231,12052.74,UPI,CUSTOMER_ABANDONMENT,3,1,4.3,7,2026-01-28T00:00:00,0.2497,0
P100439,C370,1148.79,CARD,CUSTOMER_ABANDONMENT,3,3,22.1,29,2026-03-03T07:00:00,0.1697,0
P100440,C404,645.77,UPI,CUSTOMER_ABANDONMENT,3,1,25.2,13,2026-03-19T21:00:00,0.3045,0
P100441,C552,1872.06,EMI,CUSTOMER_ABANDONMENT,0,1,127.0,4,2026-03-07T07:00:00,0.0881,1
P100442,C286,3045.01,UPI,INSUFFICIENT_FUNDS,2,3,2.7,19,2026-03-31T02:00:00,0.3303,1
P100443,C525,3764.33,UPI,REPEATED_DECLINE,3,0,16.1,27,2026-02-21T19:00:00,0.3031,0
P100444,C495,43016.31,NETBANKING,INSUFFICIENT_FUNDS,0,1,17.1,18,2026-01-07T18:00:00,0.421,0
P100445,C567,6863.55,UPI,REPEATED_DECLINE,3,2,2.9,26,2026-02-14T16:00:00,0.136,0
P100446,C242,20650.65,CARD,INSUFFICIENT_FUNDS,0,1,53.2,10,2026-03-25T01:00:00,0.2078,0
P100447,C219,580.06,NETBANKING,INSUFFICIENT_FUNDS,2,0,12.5,5,2026-03-19T18:00:00,0.3,0
P100448,C433,5802.69,CARD,BANK_TECHNICAL_FAILURE,1,1,10.3,9,2026-01-20T09:00:00,0.8647,1
P100449,C552,440.23,UPI,EXPIRED_PAYMENT_METHOD,3,1,11.9,11,2026-01-25T13:00:00,0.5231,1
P100450,C320,3668.66,CARD,INSUFFICIENT_FUNDS,1,1,9.0,16,2026-01-19T01:00:00,0.4494,0
P100451,C260,4149.68,EMI,UNKNOWN,0,0,16.8,25,2026-02-11T17:00:00,0.2727,0
P100452,C271,153.95,NETBANKING,EXPIRED_PAYMENT_METHOD,0,0,36.0,14,2026-01-15T00:00:00,0.3949,0
P100453,C245,17782.07,UPI,CUSTOMER_ABANDONMENT,1,1,73.5,21,2026-01-25T15:00:00,0.3015,0
P100454,C595,2321.07,UPI,BANK_TECHNICAL_FAILURE,0,0,1.5,21,2026-01-07T23:00:00,0.97,1
P100455,C204,4198.62,UPI,EXPIRED_PAYMENT_METHOD,2,2,19.0,24,2026-03-18T21:00:00,0.4218,0
